PO_NUMBER,PaymentNO,DATE,PARTOL_TYPE,O'ty,AMOUNT,Price/Liter,shipping Address,CompanyID,Companyname,TaxNumber,,,
2203077818,20037617,2018/03/25,DIESEL,8532,228401.64,26.77,30037192,900917745,Pinto Ltd.,100257360,,,
2203077834,20037012,2018/03/25,DIESEL,9003,241010.31,26.77,30038348,900698255,Umar Ltd.,100752316,,,
2203077897,20032727,2018/03/25,DIESEL,7640.94,204547.9638,26.77,30028393,900729796,Costa Thailand,100198939,,,
2203077900,20024633,2018/03/25,DIESEL,9974.38,267014.1526,26.77,30034185,900683047,Barbosa Thailand,100748232,,,
2203077941,20015566,2018/03/25,DIESEL,9993.62,267529.2074,26.77,30003313,900809814,Patel Thailand,100452908,,,
2203078014,20018797,2018/03/25,DIESEL,9018.36,241421.4972,26.77,30038348,900698255,Umar Ltd.,100557967,,,
2203078017,20061927,2018/03/25,DIESEL,9399.46,251623.5442,26.77,30038348,900698255,Umar Ltd.,100752876,,,
2203078025,20057078,2018/03/25,DIESEL,8796.94,235494.0838,26.77,30038347,900964090,António co.,100441579,,,
2203078122,20093174,2018/03/25,DIESEL,9674.32,258981.5464,26.77,10002877,900420943,Gomez PCL.,100532787,,,
2203078160,20045638,2018/03/25,DIESEL,8156.08,218338.2616,26.77,30038347,900964090,António co.,100577189,,,
2203078228,20071773,2018/03/25,DIESEL,10000,267700,26.77,30021092,900432589,Tong PCL.,100701370,,,
2203078245,20027951,2018/03/25,DIESEL,9428.66,252405.2282,26.77,30043240,900149913,de Araujo Thailand,100854938,,,
2203078290,20072908,2018/03/25,DIESEL,9984.58,267287.2066,26.77,30033260,900782972,Yusuf Thailand,100261096,,,
2203078294,20082247,2018/03/25,DIESEL,9860.7,263970.939,26.77,30000419,900688029,Rogers Thailand,100336047,,,
2203078370,20091475,2018/03/25,DIESEL,9745.6,260889.712,26.77,30026658,900545918,Noor PCL.,100711710,,,
2203078386,20043428,2018/03/25,DIESEL,9430.92,252465.7284,26.77,10002966,900164770,Ahmad Ltd.,100586996,,,
2203078475,20051635,2018/03/25,DIESEL,9801.18,262377.5886,26.77,30026514,900893009,Judith co.,100668962,,,
2203078479,20080613,2018/03/25,DIESEL,9220.46,246831.7142,26.77,30013435,900944155,Parker co.,100373219,,,
2203078494,20034702,2018/03/25,DIESEL,9785.6,261960.512,26.77,30013992,900930667,Suarez Thailand,100304439,,,
2203078530,20016200,2018/03/25,DIESEL,9342.88,250108.8976,26.77,10002758,900958892,Abdul co.,100549765,,,
2203078611,20066571,2018/03/25,DIESEL,8032.96,215042.3392,26.77,10022051,900794856,Jie co.,100113505,,,
2203078617,20086248,2018/03/25,GASOHOL95,9791.68,312060.8416,31.87,30034185,900683047,Barbosa Thailand,100116101,,,
2203078632,20021014,2018/03/25,DIESEL,9784.72,261936.9544,26.77,30024855,900379336,Michael co.,100771347,,,
2203078638,20076887,2018/03/25,DIESEL,9819.84,262877.1168,26.77,10002921,900847393,Watanabe co.,100290810,,,
2203078640,20090361,2018/03/25,DIESEL,9703.22,259755.1994,26.77,30040275,900878137,Chowdhury Ltd.,100303610,,,
2203078644,20063453,2018/03/25,GASOHOL95,9907.12,315739.9144,31.87,30038348,900698255,Umar Ltd.,100818122,,,
2203078664,20070549,2018/03/25,DIESEL,9959.82,266624.3814,26.77,10002739,900608159,de La Cruz PCL.,100508271,,,
2203078666,20068182,2018/03/25,DIESEL,9704.16,259780.3632,26.77,30000448,900466998,Rahim Thailand,100288621,,,
2203078696,20024676,2018/03/25,DIESEL,9871.68,264264.8736,26.77,30038348,900698255,Umar Ltd.,100878270,,,
2203078699,20073930,2018/03/25,DIESEL,9989.24,267411.9548,26.77,10002749,900732119,Philip Thailand,100847908,,,
2203078791,20082722,2018/03/25,DIESEL,9617.38,257457.2626,26.77,30042727,900321356,Samuel PCL.,100688743,,,
2203078813,20047145,2018/03/25,DIESEL,9736.88,260656.2776,26.77,10022050,900225687,Alan Ltd.,100790496,,,
2203078818,20056312,2018/03/25,DIESEL,6468.04,173149.4308,26.77,30045843,900536133,Meyer Thailand,100679378,,,
2203078907,20030508,2018/03/25,DIESEL,9990.68,267450.5036,26.77,10008836,900655094,Wei co.,100572402,,,
2203078946,20083196,2018/03/25,DIESEL,9487.14,253970.7378,26.77,30032384,900260843,Paredes Thailand,100256877,,,
2203079022,20075708,2018/03/25,DIESEL,9745.18,260878.4686,26.77,10011705,900741748,Duran co.,100867953,,,
2203079078,20075610,2018/03/25,DIESEL,9026.92,241650.6484,26.77,30029534,900918894,Carl Thailand,100265692,,,
2203079096,20072412,2018/03/25,DIESEL,9976.5,267070.905,26.77,30038348,900698255,Umar Ltd.,100755834,,,
2203079109,20014853,2018/03/25,DIESEL,9316.76,249409.6652,26.77,30029534,900918894,Carl Thailand,100449120,,,
2203079201,20014779,2018/03/25,DIESEL,9683.54,259228.3658,26.77,30001090,900464445,Adamu co.,100343383,,,
2203079203,20045623,2018/03/25,DIESEL,9899.54,265010.6858,26.77,30000425,900302592,Kwon PCL.,100307092,,,
2203079250,20072586,2018/03/25,DIESEL,9917.6,265494.152,26.77,30038348,900698255,Umar Ltd.,100845715,,,
2203079252,20017169,2018/03/25,DIESEL,9903.36,265112.9472,26.77,30038390,900756015,Haji PCL.,100939581,,,
2203079279,20089301,2018/03/25,DIESEL,9831.14,263179.6178,26.77,10020965,900619874,Brenda Thailand,100841020,,,
2203079348,20036294,2018/03/25,DIESEL,9918.64,265521.9928,26.77,30038348,900698255,Umar Ltd.,100357881,,,
2203079382,20016087,2018/03/25,DIESEL,9319.42,249480.8734,26.77,30029534,900918894,Carl Thailand,100257912,,,
2203079391,20080701,2018/03/25,DIESEL,9764.9,261406.373,26.77,30038348,900698255,Umar Ltd.,100119215,,,
2203079462,20068594,2018/03/25,GASOHOL95,9689.8,308813.926,31.87,30000441,900265470,Solomon Ltd.,100457017,,,
2203079515,20026589,2018/03/25,DIESEL,9283.28,248513.4056,26.77,30038390,900756015,Haji PCL.,100448206,,,
2203079842,20040610,2018/03/26,GASOHOL95,9121.86,307953.9936,33.76,30025789,900845721,Mark PCL.,100261864,,,
2203079843,20044831,2018/03/26,DIESEL,7969,211816.02,26.58,30038348,900698255,Umar Ltd.,100416037,,,
2203079845,20011497,2018/03/26,GASOHOL95,5405.24,182480.9024,33.76,30038390,900756015,Haji PCL.,100952822,,,
2203079847,20065531,2018/03/26,DIESEL,6726.72,178796.2176,26.58,30038348,900698255,Umar Ltd.,100597952,,,
2203079853,20049258,2018/03/26,GASOHOL95,9996.62,337485.8912,33.76,30038348,900698255,Umar Ltd.,100187994,,,
2203079856,20068736,2018/03/26,DIESEL,9787.6,260154.408,26.58,30038390,900756015,Haji PCL.,100833828,,,
2203079870,20015467,2018/03/26,DIESEL,8618.08,229068.5664,26.58,30038348,900698255,Umar Ltd.,100483933,,,
2203079876,20027362,2018/03/26,DIESEL,8798.58,233866.2564,26.58,30038348,900698255,Umar Ltd.,100714096,,,
2203079892,20099331,2018/03/26,DIESEL,9784,260058.72,26.58,10011633,900811118,Jeremy Ltd.,100862729,,,
2203079898,20048892,2018/03/26,GASOHOL95,8380.16,282914.2016,33.76,30038390,900756015,Haji PCL.,100170545,,,
2203079955,20090584,2018/03/26,DIESEL,9658.66,256727.1828,26.58,10002256,900592522,Reddy Thailand,100751395,,,
2203080007,20064464,2018/03/26,DIESEL,9964.18,264847.9044,26.58,30040275,900878137,Chowdhury Ltd.,100205254,,,
2203080018,20011463,2018/03/26,DIESEL,8928.68,237324.3144,26.58,10001126,900617086,Petrova Thailand,100582365,,,
2203080022,20045194,2018/03/26,GASOHOL95,8112.34,273872.5984,33.76,30038390,900756015,Haji PCL.,100962519,,,
2203080029,20035886,2018/03/26,DIESEL,7443.16,197839.1928,26.58,30019257,900173447,Maria co.,100251256,,,
2203080032,20039094,2018/03/26,DIESEL,7120.1,189252.258,26.58,10008836,900655094,Wei co.,100482118,,,
2203080035,20093777,2018/03/26,GASOHOL95,9914.06,334698.6656,33.76,30024855,900379336,Michael co.,100437998,,,
2203080043,20089031,2018/03/26,DIESEL,8843.92,235071.3936,26.58,30000448,900466998,Rahim Thailand,100789772,,,
2203080044,20072593,2018/03/26,DIESEL,9922.66,263744.3028,26.58,30038348,900698255,Umar Ltd.,100192578,,,
2203080045,20069792,2018/03/26,DIESEL,9367.3,248982.834,26.58,30038390,900756015,Haji PCL.,100238863,,,
2203080048,20042371,2018/03/26,DIESEL,9784.92,260083.1736,26.58,30027174,900501135,Wen co.,100952077,,,
2203080062,20059211,2018/03/26,GASOHOL95,9847.7,332458.352,33.76,10021849,900943138,Tiwari co.,100554633,,,
2203080065,20033671,2018/03/26,DIESEL,8534.04,226834.7832,26.58,30038390,900756015,Haji PCL.,100573511,,,
2203080080,20066122,2018/03/26,DIESEL,9333.66,248088.6828,26.58,10021385,900416393,Shirley Thailand,100839863,,,
2203080104,20046505,2018/03/26,DIESEL,9948.14,264421.5612,26.58,10002692,900626845,Benitez co.,100992426,,,
2203080106,20038398,2018/03/26,GASOHOL95,9978.7,336880.912,33.76,30043240,900149913,de Araujo Thailand,100912729,,,
2203080122,20070593,2018/03/26,DIESEL,8787.82,233580.2556,26.58,30038390,900756015,Haji PCL.,100596747,,,
2203080123,20059951,2018/03/26,DIESEL,9830.5,261294.69,26.58,30029534,900918894,Carl Thailand,100564538,,,
2203080134,20084809,2018/03/26,DIESEL,8839.66,234958.1628,26.58,10007530,900964542,Isah PCL.,100802658,,,
2203080139,20057960,2018/03/26,DIESEL,7891.96,209768.2968,26.58,30043240,900149913,de Araujo Thailand,100347139,,,
2203080195,20010528,2018/03/26,DIESEL,8767.74,233046.5292,26.58,30029534,900918894,Carl Thailand,100442366,,,
2203080205,20083879,2018/03/26,DIESEL,9997.96,265745.7768,26.58,30037192,900917745,Pinto Ltd.,100725935,,,
2203080206,20052173,2018/03/26,DIESEL,8572.2,227849.076,26.58,30038348,900698255,Umar Ltd.,100712386,,,
2203080222,20069756,2018/03/26,DIESEL,9847.62,261749.7396,26.58,30038347,900964090,António co.,100775041,,,
2203080228,20066099,2018/03/26,DIESEL,6793.22,180563.7876,26.58,10023377,900935929,Vo Thailand,100195014,,,
2203080239,20054730,2018/03/26,DIESEL,9553.4,253929.372,26.58,30043240,900149913,de Araujo Thailand,100422049,,,
2203080242,20088511,2018/03/26,DIESEL,7319.5,194552.31,26.58,30029534,900918894,Carl Thailand,100920485,,,
2203080245,20054446,2018/03/26,DIESEL,7585.12,201612.4896,26.58,10008836,900655094,Wei co.,100478070,,,
2203080313,20090951,2018/03/26,GASOHOL95,9617.3,324680.048,33.76,30038390,900756015,Haji PCL.,100635734,,,
2203080316,20051490,2018/03/26,DIESEL,9465.7,251598.306,26.58,30038348,900698255,Umar Ltd.,100222145,,,
2203080356,20088116,2018/03/26,DIESEL,8309.62,220869.6996,26.58,30000448,900466998,Rahim Thailand,100424560,,,
2203080358,20072049,2018/03/26,DIESEL,9332.68,248062.6344,26.58,30043240,900149913,de Araujo Thailand,100385209,,,
2203080361,20068183,2018/03/26,DIESEL,7109.86,188980.0788,26.58,30003313,900809814,Patel Thailand,100939325,,,
2203080429,20030800,2018/03/26,DIESEL,8946.58,237800.0964,26.58,30038348,900698255,Umar Ltd.,100558066,,,
2203080455,20089131,2018/03/26,DIESEL,9993.92,265638.3936,26.58,30029534,900918894,Carl Thailand,100514715,,,
2203080467,20046419,2018/03/26,DIESEL,9678.04,257242.3032,26.58,10002917,900566996,Vieira Thailand,100859740,,,
2203080488,20094818,2018/03/26,DIESEL,9908.46,263366.8668,26.58,30043240,900149913,de Araujo Thailand,100100477,,,
2203080502,20072027,2018/03/26,DIESEL,9817.6,260951.808,26.58,10002692,900626845,Benitez co.,100566987,,,
2203080509,20033561,2018/03/26,DIESEL,7731.06,205491.5748,26.58,30038348,900698255,Umar Ltd.,100903906,,,
2203080548,20013744,2018/03/26,DIESEL,9996.1,265696.338,26.58,30038390,900756015,Haji PCL.,100554052,,,
2203080583,20066431,2018/03/26,DIESEL,9960.6,264752.748,26.58,30021831,900167268,Michael co.,100257005,,,
2203080587,20020573,2018/03/26,DIESEL,9957.6,264673.008,26.58,30038348,900698255,Umar Ltd.,100209525,,,
2203080589,20076233,2018/03/26,DIESEL,10000,265800,26.58,30027174,900501135,Wen co.,100351775,,,
2203080596,20032875,2018/03/26,DIESEL,9888.26,262829.9508,26.58,10002758,900958892,Abdul co.,100855202,,,
2203080613,20041609,2018/03/26,DIESEL,9208.44,244760.3352,26.58,30038348,900698255,Umar Ltd.,100132596,,,
2203080616,20051111,2018/03/26,DIESEL,9999.62,265789.8996,26.58,30034185,900683047,Barbosa Thailand,100278321,,,
2203080650,20099013,2018/03/26,DIESEL,9634.04,256072.7832,26.58,30038347,900964090,António co.,100390555,,,
2203080658,20022519,2018/03/26,DIESEL,9041.08,240311.9064,26.58,30038348,900698255,Umar Ltd.,100140429,,,
2203080708,20065909,2018/03/26,DIESEL,9958.34,264692.6772,26.58,30018141,900527094,Machado PCL.,100386050,,,
2203080717,20073712,2018/03/26,DIESEL,8295.02,220481.6316,26.58,30029534,900918894,Carl Thailand,100262808,,,
2203080720,20033504,2018/03/26,GASOHOL95,8893.4,300241.184,33.76,30029534,900918894,Carl Thailand,100456981,,,
2203080737,20018659,2018/03/26,DIESEL,9240.32,245607.7056,26.58,30045390,900902239,Ghosh PCL.,100248303,,,
2203080745,20023936,2018/03/26,DIESEL,9933.7,264037.746,26.58,30038390,900756015,Haji PCL.,100715467,,,
2203080787,20044517,2018/03/26,GASOHOL95,9998.02,337533.1552,33.76,30038348,900698255,Umar Ltd.,100719416,,,
2203081119,20078333,2018/03/27,GASOHOL95,6804.94,230483.3178,33.87,30038348,900698255,Umar Ltd.,100257795,,,
2203081120,20077237,2018/03/27,DIESEL,9790.28,255428.4052,26.09,30038390,900756015,Haji PCL.,100876960,,,
2203081121,20076835,2018/03/27,DIESEL,8358.46,218072.2214,26.09,30038348,900698255,Umar Ltd.,100617262,,,
2203081125,20091425,2018/03/27,DIESEL,9087.08,237081.9172,26.09,30038390,900756015,Haji PCL.,100131466,,,
2203081127,20038988,2018/03/27,DIESEL,8243.82,215081.2638,26.09,30038348,900698255,Umar Ltd.,100712353,,,
2203081136,20023842,2018/03/27,GASOHOL95,9843.88,333412.2156,33.87,30038348,900698255,Umar Ltd.,100694218,,,
2203081139,20066194,2018/03/27,DIESEL,7967.32,207867.3788,26.09,30038390,900756015,Haji PCL.,100350286,,,
2203081195,20019266,2018/03/27,DIESEL,8490.54,221518.1886,26.09,30038348,900698255,Umar Ltd.,100178766,,,
2203081204,20089066,2018/03/27,DIESEL,8977.44,234221.4096,26.09,30026514,900893009,Judith co.,100885226,,,
2203081207,20074963,2018/03/27,DIESEL,8601.02,224400.6118,26.09,10022892,900526379,Stephanie co.,100693447,,,
2203081209,20019940,2018/03/27,DIESEL,8884,231783.56,26.09,30026514,900893009,Judith co.,100630274,,,
2203081212,20020509,2018/03/27,GASOHOL95,8883.52,300884.8224,33.87,30038390,900756015,Haji PCL.,100887475,,,
2203081216,20094383,2018/03/27,GASOHOL95,9903.36,335426.8032,33.87,30038390,900756015,Haji PCL.,100503689,,,
2203081220,20060166,2018/03/27,DIESEL,8427.06,219861.9954,26.09,10022437,900106198,Kadam Ltd.,100444187,,,
2203081224,20094124,2018/03/27,DIESEL,8828.18,230327.2162,26.09,30038390,900756015,Haji PCL.,100836512,,,
2203081251,20076735,2018/03/27,DIESEL,9880.06,257770.7654,26.09,30038348,900698255,Umar Ltd.,100940440,,,
2203081278,20061963,2018/03/27,DIESEL,9937.36,259265.7224,26.09,30029534,900918894,Carl Thailand,100357480,,,
2203081334,20063836,2018/03/27,GASOHOL95,9970.36,337696.0932,33.87,30034185,900683047,Barbosa Thailand,100121591,,,
2203081336,20055235,2018/03/27,DIESEL,9377.64,244662.6276,26.09,30028481,900903642,Kone PCL.,100700071,,,
2203081339,20038605,2018/03/27,DIESEL,8709.22,227223.5498,26.09,10001126,900617086,Petrova Thailand,100720583,,,
2203081342,20074817,2018/03/27,GASOHOL95,8090.68,274031.3316,33.87,30031849,900223903,Adams co.,100849866,,,
2203081347,20027112,2018/03/27,GASOHOL95,9100.08,308219.7096,33.87,30038390,900756015,Haji PCL.,100487643,,,
2203081382,20096026,2018/03/27,DIESEL,9147.46,238657.2314,26.09,30038390,900756015,Haji PCL.,100357348,,,
2203081387,20038594,2018/03/27,DIESEL,7876.78,205505.1902,26.09,10003015,900330006,Hadi PCL.,100300182,,,
2203081403,20052058,2018/03/27,DIESEL,9841.62,256767.8658,26.09,30038390,900756015,Haji PCL.,100247785,,,
2203081405,20022553,2018/03/27,DIESEL,9788.24,255375.1816,26.09,30013992,900930667,Suarez Thailand,100116585,,,
2203081409,20070365,2018/03/27,GASOHOL95,9777.64,331168.6668,33.87,30025508,900694980,Traore PCL.,100425772,,,
2203081417,20044531,2018/03/27,DIESEL,8513.9,222127.651,26.09,10011002,900628124,Truong co.,100522115,,,
2203081431,20029213,2018/03/27,DIESEL,9893.88,258131.3292,26.09,30000448,900466998,Rahim Thailand,100399792,,,
2203081456,20084258,2018/03/27,DIESEL,7636.7,199241.503,26.09,10007214,900754301,Hoang Ltd.,100947747,,,
2203081463,20061862,2018/03/27,DIESEL,8123.96,211954.1164,26.09,10006801,900631366,Sun Thailand,100611149,,,
2203081472,20074324,2018/03/27,DIESEL,9760.74,254657.7066,26.09,30047914,900525856,Sahani Ltd.,100305425,,,
2203081474,20083351,2018/03/27,DIESEL,8134.1,212218.669,26.09,30003113,900308685,White Ltd.,100866148,,,
2203081476,20048626,2018/03/27,GASOHOL95,9914.24,335795.3088,33.87,10002256,900592522,Reddy Thailand,100146604,,,
2203081481,20081052,2018/03/27,DIESEL,9454.4,246665.296,26.09,30030400,900568300,Romero Thailand,100758027,,,
2203081491,20067150,2018/03/27,DIESEL,9605.32,250602.7988,26.09,30000442,900543176,Evans PCL.,100217210,,,
2203081543,20055605,2018/03/27,DIESEL,9976.9,260297.321,26.09,10012334,900544783,Bux Ltd.,100714851,,,
2203081564,20067347,2018/03/27,DIESEL,9635.56,251391.7604,26.09,30028180,900447002,Amir PCL.,100961786,,,
2203081590,20087635,2018/03/27,DIESEL,9753.84,254477.6856,26.09,30030846,900892816,Larry Thailand,100853412,,,
2203081593,20032694,2018/03/27,DIESEL,9993.04,260718.4136,26.09,30042418,900815711,Akhtar Ltd.,100902279,,,
2203081600,20068229,2018/03/27,DIESEL,9969.52,260104.7768,26.09,30027174,900501135,Wen co.,100689673,,,
2203081635,20091303,2018/03/27,DIESEL,9976.1,260276.449,26.09,30029534,900918894,Carl Thailand,100807422,,,
2203081673,20050261,2018/03/27,DIESEL,9993.1,260719.979,26.09,30032380,900996478,Uddin co.,100840502,,,
2203081778,20074783,2018/03/27,DIESEL,9816,256099.44,26.09,30038347,900964090,António co.,100444941,,,
2203081847,20033700,2018/03/27,DIESEL,8401.9,219205.571,26.09,30029534,900918894,Carl Thailand,100958240,,,
2203081873,20081555,2018/03/27,DIESEL,9060.78,236395.7502,26.09,30038348,900698255,Umar Ltd.,100662851,,,
2203081944,20069258,2018/03/27,DIESEL,7524.14,196304.8126,26.09,30038348,900698255,Umar Ltd.,100868446,,,
2203081948,20045083,2018/03/27,DIESEL,8726.68,227679.0812,26.09,30034185,900683047,Barbosa Thailand,100157518,,,
2203082058,20080921,2018/03/27,DIESEL,9983.08,260458.5572,26.09,30003313,900809814,Patel Thailand,100876541,,,
2203082063,20013192,2018/03/27,DIESEL,8948.22,233459.0598,26.09,30009314,900538633,Vaghel Thailand,100350640,,,
2203082079,20098503,2018/03/27,GASOHOL95,9985.44,338206.8528,33.87,30038348,900698255,Umar Ltd.,100156002,,,
2203082130,20097104,2018/03/27,DIESEL,9401.78,245292.4402,26.09,30013037,900111220,Palacios PCL.,100367022,,,
2203082142,20043785,2018/03/27,DIESEL,9558.98,249393.7882,26.09,30047221,900394623,Gabriel Thailand,100820264,,,
2203082240,20053340,2018/03/27,GASOHOL95,9999.92,338697.2904,33.87,30037192,900917745,Pinto Ltd.,100241836,,,
2203082242,20049473,2018/03/27,GASOHOL95,9993.82,338490.6834,33.87,10023007,900182640,Hamed PCL.,100506738,,,
2203082246,20041786,2018/03/27,GASOHOL95,9164.42,310398.9054,33.87,10023007,900182640,Hamed PCL.,100117431,,,
2203082247,20046964,2018/03/27,GASOHOL95,7222.74,244634.2038,33.87,10023007,900182640,Hamed PCL.,100865217,,,
2203082249,20062819,2018/03/27,DIESEL,9601.16,250494.2644,26.09,30028393,900729796,Costa Thailand,100457056,,,
2203082290,20037527,2018/03/27,DIESEL,8311.1,216836.599,26.09,10023007,900182640,Hamed PCL.,100433300,,,
2203082296,20071657,2018/03/27,DIESEL,9012.08,235125.1672,26.09,30038348,900698255,Umar Ltd.,100923171,,,
2203082480,20021752,2018/03/27,DIESEL,9960.14,259860.0526,26.09,30038348,900698255,Umar Ltd.,100692311,,,
2203082494,20090058,2018/03/27,DIESEL,7063.24,184279.9316,26.09,10023230,900187609,António PCL.,100219004,,,
2203082512,20027416,2018/03/27,GASOHOL95,9995.5,338547.585,33.87,10002966,900164770,Ahmad Ltd.,100632609,,,
2203082519,20063281,2018/03/27,DIESEL,8114.24,211700.5216,26.09,30018565,900181672,Hidayat Ltd.,100800992,,,
2203082542,20031805,2018/03/27,DIESEL,9244.22,241181.6998,26.09,30029534,900918894,Carl Thailand,100861650,,,
2203082575,20070983,2018/03/27,DIESEL,9613.1,250805.779,26.09,30038348,900698255,Umar Ltd.,100825173,,,
2203082581,20084411,2018/03/27,DIESEL,8360,218112.4,26.09,10020965,900619874,Brenda Thailand,100141528,,,
2203082592,20075411,2018/03/27,DIESEL,9756.62,254550.2158,26.09,30020880,900162801,Osorio co.,100792155,,,
2203082627,20040970,2018/03/27,DIESEL,5930.3,154721.527,26.09,30026514,900893009,Judith co.,100594065,,,
2203082676,20040118,2018/03/27,GASOHOL95,9969.48,337666.2876,33.87,30000420,900936124,Tran co.,100605562,,,
2203082691,20026342,2018/03/27,DIESEL,9778.32,255116.3688,26.09,10013552,900504841,Cortez PCL.,100534052,,,
2203082692,20071846,2018/03/27,GASOHOL95,8359.52,283136.9424,33.87,10013552,900504841,Cortez PCL.,100215486,,,
2203082770,20095460,2018/03/27,DIESEL,9998.68,260865.5612,26.09,10002812,900769545,Afzal Ltd.,100306512,,,
2203082777,20051910,2018/03/27,DIESEL,9423.58,245861.2022,26.09,10002692,900626845,Benitez co.,100873219,,,
2203082793,20016396,2018/03/27,DIESEL,9990.2,260644.318,26.09,10002758,900958892,Abdul co.,100386524,,,
2203082819,20026324,2018/03/27,DIESEL,9320.94,243183.3246,26.09,10011635,900392989,Michael PCL.,100746942,,,
2203082823,20053195,2018/03/27,DIESEL,9920.22,258818.5398,26.09,10002913,900998229,Wang co.,100629338,,,
2203082854,20020787,2018/03/27,DIESEL,9762.62,254706.7558,26.09,30029534,900918894,Carl Thailand,100800730,,,
2203082866,20025452,2018/03/27,DIESEL,8362,218164.58,26.09,30043240,900149913,de Araujo Thailand,100342494,,,
2203082876,20041827,2018/03/27,DIESEL,8678.56,226423.6304,26.09,10008836,900655094,Wei co.,100588769,,,
2203082910,20020160,2018/03/27,DIESEL,9996.82,260817.0338,26.09,30023003,900850754,Salisu PCL.,100480344,,,
2203082917,20054128,2018/03/27,DIESEL,6601,172220.09,26.09,30000425,900302592,Kwon PCL.,100351675,,,
2203082921,20041701,2018/03/27,DIESEL,9909,258525.81,26.09,10007890,900463018,Pang co.,100582536,,,
2203082933,20042996,2018/03/27,DIESEL,9550.42,249170.4578,26.09,10002877,900420943,Gomez PCL.,100627632,,,
2203082941,20065977,2018/03/27,DIESEL,9750.38,254387.4142,26.09,30000440,900182531,Mendoza Ltd.,100483063,,,
2203083003,20080291,2018/03/27,DIESEL,9984.08,260484.6472,26.09,10008836,900655094,Wei co.,100670354,,,
2203083007,20010159,2018/03/27,DIESEL,9511.8,248162.862,26.09,30003071,900529293,Andrade co.,100613182,,,
2203083031,20091783,2018/03/27,DIESEL,8213.3,214284.997,26.09,30002244,900627148,Giri co.,100960021,,,
2203083066,20038304,2018/03/27,DIESEL,9848.86,256956.7574,26.09,30038348,900698255,Umar Ltd.,100698041,,,
2203083082,20092839,2018/03/27,DIESEL,9056.34,236279.9106,26.09,30000449,900100592,Manjhi PCL.,100540230,,,
2203083099,20061320,2018/03/27,DIESEL,8683.42,226550.4278,26.09,30026658,900545918,Noor PCL.,100504343,,,
2203083145,20082511,2018/03/27,DIESEL,8308.48,216768.2432,26.09,30013992,900930667,Suarez Thailand,100678064,,,
2203083155,20058649,2018/03/27,DIESEL,7020.54,183165.8886,26.09,30043240,900149913,de Araujo Thailand,100589792,,,
2203083174,20078730,2018/03/27,DIESEL,8866.02,231314.4618,26.09,30023005,900301370,Siddique co.,100606556,,,
2203083193,20033259,2018/03/27,DIESEL,9998.22,260853.5598,26.09,10022660,900436502,Henry Ltd.,100546141,,,
2203083227,20089833,2018/03/27,GASOHOL95,8875.34,300607.7658,33.87,30038348,900698255,Umar Ltd.,100570982,,,
2203083243,20067636,2018/03/27,DIESEL,9867.52,257443.5968,26.09,30040275,900878137,Chowdhury Ltd.,100352759,,,
2203083247,20073593,2018/03/27,DIESEL,6637.28,173166.6352,26.09,30024855,900379336,Michael co.,100965979,,,
2203083273,20088739,2018/03/27,DIESEL,9355.46,244083.9514,26.09,30020706,900260109,Jin Thailand,100881655,,,
2203083300,20090085,2018/03/27,DIESEL,9927,258995.43,26.09,10008093,900552593,Jana co.,100252802,,,
2203083306,20054622,2018/03/27,DIESEL,8961.9,233815.971,26.09,30038348,900698255,Umar Ltd.,100682687,,,
2203083323,20012003,2018/03/27,DIESEL,9809.1,255919.419,26.09,30038348,900698255,Umar Ltd.,100299882,,,
2203083356,20063306,2018/03/27,GASOHOL95,9526.5,322662.555,33.87,10022051,900794856,Jie co.,100820594,,,
2203083358,20050086,2018/03/27,GASOHOL95,9699.34,328516.6458,33.87,10022660,900436502,Henry Ltd.,100849967,,,
2203083396,20045264,2018/03/27,DIESEL,8654.5,225795.905,26.09,10022660,900436502,Henry Ltd.,100507451,,,
2203083433,20022571,2018/03/27,DIESEL,9998.72,260866.6048,26.09,10002749,900732119,Philip Thailand,100949668,,,
2203083580,20054117,2018/03/27,DIESEL,8473.18,221065.2662,26.09,30000448,900466998,Rahim Thailand,100750596,,,
2203083604,20048826,2018/03/27,DIESEL,9979.76,260371.9384,26.09,30032249,900343687,Song PCL.,100940907,,,
2203083643,20067889,2018/03/27,DIESEL,9717.9,253540.011,26.09,30038348,900698255,Umar Ltd.,100313249,,,
2203083666,20035826,2018/03/27,DIESEL,9658.88,252000.1792,26.09,10002692,900626845,Benitez co.,100799754,,,
2203083669,20035241,2018/03/27,DIESEL,8232.9,214796.361,26.09,10011705,900741748,Duran co.,100598227,,,
2203083720,20091753,2018/03/27,DIESEL,9939.68,259326.2512,26.09,30028859,900914033,Mukherjee co.,100571854,,,
2203083753,20021668,2018/03/27,DIESEL,9409.58,245495.9422,26.09,30003313,900809814,Patel Thailand,100488898,,,
2203083794,20018709,2018/03/27,DIESEL,9314.4,243012.696,26.09,30013992,900930667,Suarez Thailand,100600845,,,
2203083795,20031929,2018/03/27,DIESEL,9921.32,258847.2388,26.09,30021096,900425246,Öztürk co.,100273351,,,
2203084140,20053028,2018/03/28,GASOHOL95,9935.34,334324.191,33.65,30038390,900756015,Haji PCL.,100272788,,,
2203084142,20083049,2018/03/28,GASOHOL95,9900.4,333148.46,33.65,30038390,900756015,Haji PCL.,100531413,,,
2203084144,20026247,2018/03/28,DIESEL,9686.82,257088.2028,26.54,30038348,900698255,Umar Ltd.,100486969,,,
